https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=9079&result_id=56772,https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=11622&result_id=84575,*Columbia (NY),Columbia,9079&result_id=56772
https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=9473&result_id=58581,https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=11616&result_id=85768,*Colleyville Heritage (TX),Colleyville,9473&result_id=58581
https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=74863&tourn_id=8881,https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=96937&tourn_id=11447,**Golden Desert (NV),Golden Desert,8881
https://www.tabroom.com/index/tourn/results/ranked_list.mhtml?event_id=77325&tourn_id=9154,https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=11529&result_id=86763,*Bethel Park (PA),Bethel Park,9154
https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=7723&result_id=60017,https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=11722&result_id=87059,*University of Pennsylvania (PA),Liberty Bell Classic,7723&result_id=60017
https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=8879&result_id=60134,https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=11877&result_id=87206,***Stanford (CA),Stanford,8879&result_id=60134
https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=76427&tourn_id=9051,https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=88024&tourn_id=10663,****Harvard (MA),Harvard,9051
https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=70747&tourn_id=8476,https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=10274&result_id=88419,****Berkeley (CA),Cal Invitational,8476
https://www.tabroom.com/index/tourn/results/event_results.mhtml?tourn_id=7733&result_id=60881,https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=88970&tourn_id=10763,*Millard North (NE),Milo Cup,7733&result_id=60881
https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=82070&tourn_id=9609,https://www.tabroom.com/index/tourn/results/debate_cumesheet.mhtml?event_id=107318&tourn_id=12350,"**Marlborough, Formerly USC (CA)",Marlborough (Formerly USC),9609
